post_id,cuenta,fecha,link,descripcion,sujeto,archivo_origen,emotion_etiqueta,hate_speech_etiquetas
padres_con_derechochile_03561,padres_con_derechochile,2024-06-30T13:01:17.000Z,https://www.instagram.com/padres_con_derechochile/reel/C81hWgHOTdt/,decimos NO al movimiento feminista Radical. .. somos padres q luchamos por nuestros hijos y por su derecho vulnerado .. protestamos por el silenciado..por el oprimido.  Por el torturado . Por volver a ver a nuestros hijos felices. .. únete al movimiento..digamos Basta..comenta y da Like.. #padresconderechochile #padresconderecho #nomasdenunciasfalsas #momas #nomashijoshuerfanosdepadresvivos #nomashijosrehenes #feminista #feminazis #familia  #chile #funa #amordehijo,feministas,instagram_padres_con_derechochile.csv,anger,hateful
falsas_denuncias_chile_00510,falsas_denuncias_chile,2025-10-21T14:49:40.000Z,https://www.instagram.com/falsas_denuncias_chile/reel/DQEyeZzjgJc/,#mujer #sanciones #ley #falsasdenuncias,"sistema judicial, madres",instagram_falsas_denuncias_chile.csv,others,hateful
ni1diamas_02604,ni1diamas,2025-12-31T13:03:33.000Z,https://www.instagram.com/ni1diamas_/reel/DS7cQkkETNQ/,Estas son las mal nacidas que atacan a nuestros padres ESTA PINTURITA SABRÁ QUE ES UNA INJURIA Y CALUMNIA SIN PRUEBAS ella sabe perfectamente que su amiga Lazcano es una ACTIVISTA DEL FEMINISMO EXTREMO pero ella al ser amiga de juezas y esta red corrupta se siente con el derecho de insultar  LOS INVITO A SALUDARLA ESTE FIN DE AÑO #ni1diamas_ de feministas mal nacidas 🤮🤮🤮🤮🤮🤮🤮🤮🤮💩💩💩💩💩💩💩,"feministas, juezas",instagram_ni1diamas_.csv,anger,"hateful, aggressive"
ni1diamas_02649,ni1diamas,2025-12-25T17:38:07.000Z,https://www.instagram.com/ni1diamas_/reel/DSsPtV0EXcX/,RECHACEN ESTA BASURA!  Ya nadie les cree ladronas y oportunistas pagadas por LA IZQUIERDA IDEOLÓGICA son una VERGÜENZA NACIONAL mal nacidas enfermas por una ideología extrema de ODIO son ustedes mismas las que se CAGARON SU PROPIO GÉNERO CON SECUESTROS A NIÑOS APOYO A VIOLADORES SECUESTRO DEL PODER JUDICIAL VIAJES A ARGENTINA APOR QUE ACÁ NO TENÍAN PEGA Todos unidos para que sepan que NO SON BIENVENIDAS LAS EXTREMISTAS DEL ODIO Y DAÑO A LA SOCIEDAD CHILENA #ni1diamas_,"izquierda, poder judicial, coordinadora 8m, feministas",instagram_ni1diamas_.csv,anger,"hateful, aggressive"
ni1diamas_02664,ni1diamas,2025-12-23T02:02:15.000Z,https://www.instagram.com/ni1diamas_/p/DSlqZ-wEa3F/,"El dominó debe empezar a correr , juezas psicólogas abogadas (os) Fundaciones truchas , curadores , consejeros y toda la@red CORRUPTA EN JUZGADOS DE FAMILIA DE ARICA A PUNTA ARENAS. Basta con NUESTROS HIJOS NO+ ⚠️⚠️🔥🔥🔥💥💥❌💪🏻💪🏻","juezas, psicólogas, abogadas, abogados, fundaciones, curadores, consejeros, tribunales de familia",instagram_ni1diamas_.csv,anger,hateful
ni1diamas_02615,ni1diamas,2025-12-30T15:28:09.000Z,https://www.instagram.com/ni1diamas_/reel/DS5HCbtEVfv/,"No + abusos de estas CHUPASANGRE avaladas por corruptas juezas de “familia” , les importa un carajo sus hijos para que decir el padre de sus hijos SOLO BUSCAN PLATA Y REVENTARTE LA VIDA , pero me aburrí y SIN MIEDO CON TODA MI ENERGÍA QUE QUEDA VOY A CADA UNA DE ESTAS 2 MUJERES QUE DESGRACIADAMENTE ELEGI Pésimamente como madre de mis hijos DESENMASCARAR FRENTE A TODO CHILE POR LADRONAS INHUMANAS DESVERGONZADAS COLUDIAS LUEGO DE ODIARSE PARA DESTRUIR AL PADRE DE SUS HIJOS. Que vengan de buenos colegios o familias con apellidos de hartas dobles R o buena situación familiar , no te dice nada , detrás de cada una se esconde un pobre ser humano que aplica sus traumas en tu contra típico de hijas de alcohólicos , locas o sinvergüenzas  estafadores DONDE TERMINAMOS NOSOTROS PAGANDO ESTA CUENTA PARA QUE ELLAS SIGAN REPITIENDO LOS MISMOS PATRONES SIN HACERSE CARGO DE SUS VIVENCIAS QUE LAS TIENEN LLENAS DE ODIO, resumen LA PEOR ELECCIÓN DE MADRES PARA MIS HIJOS Y ME HGO CARGO DE DECIRLO Y EVITAR QUE OTROS CAIGAN EN SUS ASQUEROSAS TRAMPAS #ni1diamas_ de estas mujeres escoria abusadoras sin ética ni moral menos buenas costumbres⚠️⚠️⚠️⚠️⚠️⚠️","madres, juezas",instagram_ni1diamas_.csv,anger,"hateful, aggressive"
padres_con_derechochile_03283,padres_con_derechochile,2025-09-21T17:35:36.000Z,https://www.instagram.com/padres_con_derechochile/reel/DO33D7HEU9x/,Fiestas patrias de Chile..Brindo por las Juezas corruptas de Familia y por los casi 400.000 mil niños  desvinculados de su padre en el 2024 por la alienación parental.  y la perspectiva de genero .. comparte ..comenta y da link ..#padresconderechochile #juezas #alienacionparental  #fiestaspatrias  #payas #padresenlucha #padresconderecho #desvinculacionparental #juezasdefamilia #fondas #viral #aroaro #18 #Chile,juezas,instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03669,padres_con_derechochile,2023-07-13T18:34:44.000Z,https://www.instagram.com/padres_con_derechochile/p/CupdU8UJ57I/,Esto es lo que sufren nuestros hijos en manos de una Madre  dolida.. imparten el odio a un padre  aunq este luche cada día para verlos ..no permitamos más esto digamos basta ..ya no más ..únete somos Miles.  #padresconderechochile #padresenlucha #malasmadres #noalsindromedealineacionparental #nomashijosrehenes #nomashijossufriendo #padresmaltrados #padreconderecho,madres,instagram_padres_con_derechochile.csv,anger,hateful
ni1diamas_02754,ni1diamas,2025-12-10T02:12:52.000Z,https://www.instagram.com/ni1diamas_/p/DSENSZWEd9P/,"🤦🏼🤦🏼🤦🏼No hay cárceles para los verdaderos delincuentes nos vamos al Sheraton o donde? sino somos delincuentes PERO SIGUEN CON LA PERSECUCIÓN , ya nadie les cree pero JAMÁS han escuchado un padre para entender lo que implica pasar por un DIVORCIO  EXTREMO CON ESTA IDEOLOGÍA EXTREMA CRIMINALIZANDO AL HOMBRE sin defensa y alejándolos cada vez más de sus hijos dejándolos en la calle rotos mentalmente y emocionalmente afectados y además EXIGEN PRODUCIR si podemos sufrir podemos deprimirnos podemos perder empleos o capacidad de proveer , NUESTRA DIFERENCIA ES QUE NOS VOLVEMOS A LEVANTAR #ni1diamas_ de 🎪 y 🤡",corte suprema,instagram_ni1diamas_.csv,anger,hateful
chile_in_justo_00443,chile_in_justo,2024-09-14T05:10:53.000Z,https://www.instagram.com/chile_in_justo_/p/C_0hnT0Jnjf/,"HIJOS SECUESTRADOS POR LOS TRIBUNALES DE FAMILIA EN CHILE, TERROR A TENER QUE APLICAR LA LEY EN APERCIBIR Y EN L MIEDO A SANCIONAR DRASTICAMENTE A QUIENES VULNERAN LOS DERECHOS DE LOS NIÑOS DE ESTE PAÍS, BRUTALES NEGLIGENCIAS INEXCUSABLES.
Estamos frente a un @pjudicialchile corrupto sin capacidad de resolver en tiempo ni forma.

@pjudicialchile @fnuevamente @magistradasymagistradosdechile @canal13cl @meganoticiascl @theclinic_cl @munilascondes","tribunales de familia, poder judicial",instagram_chile_in_justo_.csv,anger,hateful
unpapaconsciente_03841,unpapaconsciente,2025-08-23T14:30:25.000Z,https://www.instagram.com/unpapaconsciente/p/DNs3C9N2t-E/,"Mamis de ❤️ (algunas “profesionales” de la salud mental) que destruyen (y otras hasta borran del mapa) a los padres para esconder sus daños y maltratos que generaron durante años a sus propios hijos y esposos. 

💀 Madres que maltratan y mienten. 
☠️ Madres que por intereses económicos son capaces de todo… contratar abogados sin ética, psicólogas sin moral y profesión, mentirles a sus hijos, manipular los hechos, etc…. 

Madres que no son madres, solo las mueven 💰💵💸💶","madres, abogados, psicólogas",instagram_unpapaconsciente.csv,anger,hateful
chile_in_justo_00439,chile_in_justo,2025-03-10T15:07:04.000Z,https://www.instagram.com/chile_in_justo_/reel/DHBbkT0xfov/,"“Hoy celebramos con fuerza a las mujeres de calidad: las que se levantan con dignidad, construyen con amor, educan con valores y entienden que la maternidad es un honor, no una herramienta de manipulación. Mujeres que brillan por su integridad, no por lo que pueden arrancar de otros.

Pero también, con la misma fuerza, condenamos a aquellas que, por vileza o interés, usan a sus propios hijos como armas de guerra, saboteando su relación con el padre para sacar provecho material o alimentar su ego enfermo. Mujeres así no son madres, son carceleras de la infancia, destructoras de la inocencia y enemigas de la justicia.

Que el futuro tenga más mujeres íntegras y menos parásitos emocionales que viven del chantaje y la miseria ajena.”

Por un Chile justo!",madres,instagram_chile_in_justo_.csv,anger,hateful
padres_con_derechochile_03286,padres_con_derechochile,2025-09-17T11:07:18.000Z,https://www.instagram.com/padres_con_derechochile/reel/DOs3el9ET-6/,Así Nace una Falsa Denuncia .. mujer victimizandose ...comenta ..comparte y da link.  #padresconderechochile #falsasdenuncias #tribunalesdefamilia #mujer #victimización #mujerloca #mentira #nomasdenunciasfalsas #acusacion #padresconderecho #chile #viral #juicio #tribunales #agresion,madres,instagram_padres_con_derechochile.csv,anger,hateful
unpapaconsciente_03764,unpapaconsciente,2025-12-01T22:39:01.000Z,https://www.instagram.com/unpapaconsciente/p/DRvOdDtDVHL/,"Vienen fechas importantes donde niños y niñas lo pasan solos porque sus progenitoras no quieren avanzar en un cuidado compartido, solo por dinero en exceso. 
Dos versiones, dos tipo de personas, una que está herida de infancia y otra enferma…cual es peor?

Una progenitora se puede llevar a los hijos / hijas, intentar lavarles el cerebro borrando al padre, pero antes que tarde ellos mismo van a preferir con quien estar y de donde escapar, en muchos casos para siempre. (Algunas madres hasta los enferman para tener más control) 

El padre perderá años importantes con sus niños y niñas, pero en el futuro, el los sanará y los cuidara. 
Los niños se darán cuenta del terrorismo emocional que hizo la mami y en ese momento, se darán cuenta del daño que les provocó por simples intereses económicos impulsados por sus abogados y familia materna, repitiendo su misma historia enfermiza. 

Los niños y niñas crecen, en un entorno de riesgo social sin límites y esa progenitora, decir madre es mucho, cargará emocionalmente (inconscientemente) toda su vida, junto a ese clan familiar por siempre, por haber abusado de los niños, por haber manipulado y maltratado psicológicamente sin parar ningún día. 

Cuando pasa esto, es porque la inseguridad de esa mami es tan grande que sabe que sus propios hijos no quieren estar con ella y su  única salida es el maltrato y abuso, y como no, acusar falsamente abusando del sistema.","madres, abogados, familia materna",instagram_unpapaconsciente.csv,sadness,hateful
ni1diamas_02616,ni1diamas,2025-12-30T13:37:45.000Z,https://www.instagram.com/ni1diamas_/reel/DS47Z_xkf8k/,"Desinformar ya se transformó en una práctica habitual en mujeres que se hacen las víctimas , esta no tiene moral ni si quiera para hablar y lo que habla es basura y ruido para engañar #ni1diamas_ de INMORALES ❌","Maite Orsini, mujeres",instagram_ni1diamas_.csv,anger,hateful
padres_con_derechochile_03284,padres_con_derechochile,2025-09-20T15:54:17.000Z,https://www.instagram.com/padres_con_derechochile/reel/DO1GvYpEb1B/,Una Falsa Denuncia destruye vidas ..está mujer está infectada con el virus de este cáncer de las denuncias falsa.  Amparada por el sistema judicial ..#padresconderechochile #tribunalesdefamilia #nomasdenunciasfalsas #padresconderecho #andreshernandez #mujer #falsasdenuncias #viral #mujertoxica #mujermiente #injusticia #chile #argentina,mujeres,instagram_padres_con_derechochile.csv,anger,hateful
ni1diamas_02938,ni1diamas,2025-10-30T20:25:20.000Z,https://www.instagram.com/ni1diamas_/reel/DQclnYqkTiZ/,"Enferma , cobarde , mentirosa y mal nacida son quienes usan el dolor de inocentes para canalizar su odio #ni1diamas_ 🤮🤮🤮🤮",madres,instagram_ni1diamas_.csv,anger,"hateful, targeted, aggressive"
falsas_denuncias_chile_01383,falsas_denuncias_chile,2022-03-10T18:37:06.000Z,https://www.instagram.com/falsas_denuncias_chile/reel/Ca7wAM6DyDt/,"“Castigar a un negro con mayor dureza por ser negro era racismo.
Castigar a un judío con mayor dureza por ser judío era nazismo.
Castigar a un hombre con mayor dureza por ser hombre es igualdad.""

#ideologiadegenero
#HombresYMujeresIgualesAnteLaLey
#hombresmaltratados #victimahombre",mujeres,instagram_falsas_denuncias_chile.csv,anger,hateful
padres_con_derechochile_03425,padres_con_derechochile,2025-04-07T11:19:38.000Z,https://www.instagram.com/padres_con_derechochile/reel/DIJLARERiHb/,Otra obstructora de visitas .... Madres que solo piensan en su odio y ponen excusas..obstruyen el régimen comunicacional con los Hijos ..siempre habrá una excusa con ellas .  comenta ..comparte y da link.. #denuncia #feminismo #padresconderecho #clubdelosdesvinculados #padresconderechochile  #sinfiltrotv #kaiser #chile #andreshernandez #elclubdelosdesvinculados #viral #nomashijosrehenes #malasmadres #sap #alienacionparental #tribunalesdefamilia #tribunales #obstrucion #rdr #regimendevisitas #chilevisión #tv #reels #tik_tok #madre #hijos #crianzacompartida #alienacionparental #regimendevisitas,"madres, feministas, tribunales de familia",instagram_padres_con_derechochile.csv,anger,hateful
abogadachilena_00008,abogadachilena,2025-09-24T16:37:07.000Z,https://www.instagram.com/abogadachilena/reel/DO_eRALDkSz/,"Muchas hijas cargamos con frases que NO nos pertenecen:
👉 💔 “Todos los hombres son infieles.”
👉 😔 “Mejor sola que mal acompañada.”

⚠️ Palabras dichas por tu madre desde su dolor… que terminan siendo ⛓️ cadenas invisibles que CONDICIONAN cómo pensamos, sentimos y amamos.

⚖️ Como abogada de familia, he visto generaciones de mujeres repitiendo el mismo patrón❌ 

🌱 Pero tu historia NO tiene por qué ser la de tu madre.
💪 Romper con esa manipulación emocional es un acto de justicia contigo misma y con tus hijos.

✨ No repitas heridas que no son tuyas. ✨

#VerdadesIncómodas ⚖️ #AbogadaChilena #RompeElCírculo ⭕️ #DerechoDeFamilia #ObstrucciónParental 🚫#NoMásManipulación 🚫
#ViolenciaPsicológica 💔
#alienaciónparental 
#CrianzaConsciente",madres,instagram_abogadachilena.csv,sadness,hateful
ni1diamas_02852,ni1diamas,2025-11-22T20:45:57.000Z,https://www.instagram.com/ni1diamas_/p/DRVJ8beEfsI/,Nos están reventando por solo ser hombres ya la “justicia” no existe para nosotros en Chile #ni1diamas_ ❌❌❌❌🚩🚩🚩🚩🚩🚩🚩,"sistema judicial, abogados, curadores, psicólogos, políticos, fundaciones, magistrados",instagram_ni1diamas_.csv,anger,hateful
unpapaconsciente_03785,unpapaconsciente,2025-11-02T14:14:04.000Z,https://www.instagram.com/unpapaconsciente/p/DQjpnTzDay5/,"Pronto la verdad. Quienes son las que maltratan a nuestro hijos menores de edad e indefensos. 

Las madres que se transforman en amiguis de sus abogadas. 
Que amenazan y mienten para sacarle mas platita a la mami… el círculo del trauma.","madres, abogadas",instagram_unpapaconsciente.csv,anger,hateful
unpapaconsciente_03769,unpapaconsciente,2025-11-22T14:59:11.000Z,https://www.instagram.com/unpapaconsciente/p/DRXOrMgjbnh/,"El día a día 
Trabajar de verdad no te hará mal. 
No repitas historias familiares 
No borres a un padre a nivel que muera. 
No engañes más a tus hijos, con manipulación y mentiras. 
Mujer, no eres sana y eso, lo sabemos.",madres,instagram_unpapaconsciente.csv,anger,hateful
unpapaconsciente_03786,unpapaconsciente,2025-10-31T13:26:45.000Z,https://www.instagram.com/unpapaconsciente/p/DQeaOMaDbXd/,"Para la madre que sale disfrazada de psicólogas o abogada o psicopatas. Pero lo único que saben hacer es destruir por platita. 

Repiten historias
Matan hombres y viven a costa de otros.",madres,instagram_unpapaconsciente.csv,anger,hateful
ni1diamas_02647,ni1diamas,2025-12-26T15:12:18.000Z,https://www.instagram.com/ni1diamas_/reel/DSuzAmakWmA/,"Cuando vamos a frenar esta ideología extrema degenerada apoyada por juezas , políticos ideologizados , abogadas feministas , sicólogas corruptas y toda esta red de gente sin valores que solo promueven la degeneración de la raza humana? Ahora quieren a nuestros hijos? BASTA! #ni1diamas_ ⚠️⚠️","juezas, políticos, abogadas, feministas, psicólogas",instagram_ni1diamas_.csv,anger,hateful
ni1diamas_02800,ni1diamas,2025-11-30T02:01:16.000Z,https://www.instagram.com/ni1diamas_/p/DRqcAohkab1/,"Los hombres en este holograma somos los malos pero la verdad es que en la gran mayoría de los casos de separación o divorcio con hijos son las mujeres las que acaban con todo, incluso con su propia familia y luego culpan a los hombres. ¿Qué estratagema legal puede emplear un hombre en un divorcio para perjudicar a una mujer? Ninguna. 
¿Hay malos padres? Por supuesto. ¿Hay hombres violentos, agresivos y abusadores? Sin duda. Nadie apoyaría algo así. 
Ahora bien. Deberían ser precisamente las mujeres que tanto se quejan de los “padres ausentes” las que más apoyasen las legislaciones a favor de la co-parentalidad, precisamente para “obligar por ley” a los hombres a cumplir con sus funciones parentales. Sin embargo, no lo hacen. ¿Por qué? Quizá porque el lobo siempre será el malo mientras sea Caperucita quien cuente la historia. Quizá porque siempre es más fácil echar la culpa al otro que asumir un mínimo de responsabilidad con madurez de nuestros propios errores.
No hay padres ni madres perfectos. Y en la imperfección, precisamente está el valor para el hijo.#ni1diamas_",madres,instagram_ni1diamas_.csv,anger,hateful
