post_id,cuenta,fecha,me_gusta,comentarios,visualizaciones,link,descripcion,archivo_origen,prob_emotion_others,prob_emotion_joy,prob_emotion_sadness,prob_emotion_anger,prob_emotion_surprise,prob_emotion_disgust,prob_emotion_fear,emotion_etiqueta,prob_hate_speech_hateful,prob_hate_speech_targeted,prob_hate_speech_aggressive,hate_speech_etiquetas,prob_irony_not_ironic,prob_irony_ironic,irony_etiqueta
abogadachilena_00010,abogadachilena,2025-08-22T00:25:54.000Z,68.0,2.0,,https://www.instagram.com/abogadachilena/reel/DNow_HfO9xR/,"📊 Según datos oficiales del Poder Judicial, 📄 más del 85 % de las causas por maltrato habitual terminan sin condena, 🛑 archivadas o sobreseídas.

📌 Fuente: Boletín N°1 – abril 2022, que analiza causas por Violencia Intrafamiliar (VIF) y Maltrato Habitual entre 2015-2021.
🔗 https://www.pjud.cl/docs/download/38901

⚖️verdades incómodas parte 2…

#VerdadesIncómodas #ViolenciaIntrafamiliar #MaltratoHabitual #DerechoDeFamilia #DatosOficiales #ObstrucciónParental #AbogadaChilena #JusticiaChile #DerechosDeLosNiños #ViralChile #estadísticaschile",instagram_abogadachilena.csv,0.9606913328170776,0.0010208891471847892,0.008567987941205502,0.01816784404218197,0.005838025361299515,0.003156981896609068,0.0025569323915988207,others,0.012336855754256248,0.005754405166953802,0.010787640698254108,ninguna,0.9972666501998901,0.0027333367615938187,not ironic
abogadachilena_00011,abogadachilena,2025-08-09T13:40:30.000Z,126.0,13.0,,https://www.instagram.com/abogadachilena/reel/DNIuD99O-Ms/,"📊 Según datos oficiales del Poder Judicial, 📄 más del 85 % de las causas por maltrato habitual terminan sin condena, 🛑 archivadas o sobreseídas.

📌 Fuente: Boletín N°1 – abril 2022, que analiza causas por Violencia Intrafamiliar (VIF) y Maltrato Habitual entre 2015-2021.
🔗 https://www.pjud.cl/docs/download/38901

⚖️verdades incómodas parte 2…

#VerdadesIncómodas #ViolenciaIntrafamiliar #MaltratoHabitual #DerechoDeFamilia #DatosOficiales #ObstrucciónParental #AbogadaChilena #JusticiaChile #DerechosDeLosNiños #ViralChile #EstadísticasChile",instagram_abogadachilena.csv,0.9606913328170776,0.0010208891471847892,0.008567987941205502,0.01816784404218197,0.005838025361299515,0.003156981896609068,0.0025569323915988207,others,0.012336855754256248,0.005754405166953802,0.010787640698254108,ninguna,0.9972666501998901,0.0027333367615938187,not ironic
abogadachilena_00012,abogadachilena,2025-08-07T14:39:25.000Z,619.0,13.0,,https://www.instagram.com/abogadachilena/reel/DNDqtM9umBg/,"🔴 ¿Tienes problemas con el papá de tus hijos?
⚖️ Lo demandamos.
✋ Y te juro que ponemos las cosas en orden.
💔 Pero no uses a tus hijos como armas.
🧠 No dañes su salud mental.
⏳ Ese dolor no se borra nunca. 
#AbogadaChilena 
#VerdadesIncómodas 
#DerechoDeFamilia 
#ProtegeATusHijos 
#SaludMentalInfantil 
#CustodiaCompartida 
#ObstrucciónParental 
#HijosNoArmas 
#JusticiaParaLosNiños 
#FamiliasEnConflicto 
#NoMásViolenciaFamiliar 
#InfanciaHerida 
#CrianzaConConciencia 
#DemandaDeAlimentos 
#LitigioFamiliar 
#RelaciónDirectaYRegular 
#CuradoraAdLitem 
#MadresEmpoderadas 
#TikTokChile 
#ReelsChile 
#InstagramLegal 
#ViralChile 
#ChileHoy 
#ContenidoConValor 
#ContenidoQueImpacta 
#ConcienciaFamiliar 
#PsicologíaInfantil 
#CoParentingChile 
#NiñezPrimero 
#NoSeHablaPeroPasa",instagram_abogadachilena.csv,0.5494115948677063,0.003243380459025502,0.2584373652935028,0.16630740463733673,0.0006795895751565695,0.019719986245036125,0.0022006849758327007,others,0.28151729702949524,0.07252290844917297,0.18196608126163483,ninguna,0.9636774659156799,0.03632258251309395,not ironic
abogadachilena_00013,abogadachilena,2025-07-11T20:22:21.000Z,56.0,7.0,,https://www.instagram.com/abogadachilena/reel/DL-w-eouiDd/,"🔴 Porque cuando se expone al padre… también se expone al hijo.

⚖️ El interés superior del niño no se negocia.
Ni por fama, ni por likes, ni por rabia. 

📣 Reflexión urgente desde el derecho de familia.

No todo se puede contar en redes.
Y mucho menos cuando hay hijos menores involucrados.

Puede haber dolor.
Abandono.
Incluso violencia.

Pero convertir el conflicto familiar en contenido público… también es una forma de dañar a tus hijos.

📌 El principio del interés superior del niño no es un eslogan.
Es una obligación legal, ética y humana.
Nos exige proteger su intimidad, su estabilidad emocional y su derecho a vivir lejos del conflicto de los adultos.

❌ Cuando un padre o madre convierte en contenido público su relato de dolor —por legítimo que sea— el
conflicto de lealtades es inevitable.

🛑 Si hay violencia, denuncia.
Pero no expongas lo que tus hijos tendrán que ver algún día en Internet.

No es justicia.
No es reparación.
Es una forma de venganza
Y los niños no tienen por qué pagar ese precio.

#InterésSuperiorDelNiño #AbogadaChilena #NiñezPrimero #DerechoDeFamilia #CoparentalidadResponsable #ChinaSuárez #benjaminvicuña #ProtecciónInfantil #NoALaExposiciónDeNiños #ViolenciaSimbolica #RedesConResponsabilidad #JusticiaFamiliar",instagram_abogadachilena.csv,0.015110278502106667,0.0005682925693690777,0.027387717738747597,0.8967613577842712,0.00046797675895504653,0.058689381927251816,0.001014937530271709,anger,0.03835153207182884,0.007005162071436644,0.024612652137875557,ninguna,0.9994891881942749,0.0005108112236484885,not ironic
abogadachilena_00014,abogadachilena,2025-06-25T15:56:28.000Z,51.0,27.0,,https://www.instagram.com/abogadachilena/reel/DLU75XQuBmB/,"🎯A veces lo más difícil… es lograr que los clientes sólo digan su nombre😅😩 🎤 Porque entran en modo confesionario…

💻👇Cuéntame tu mejor o peor❌😵historia en audiencias.
🎥 Etiqueta y comparte

🔖 #martindelossantos #prófugodelajusticia #martíndelossantoslehamann #AbogadaChilena #POVAbogada #JusticiaEnChile #AudienciasOnline #ClientesEnAudiencia #HumorJudicial #TikTokLegal #DerechoConHumor #HistoriasReales #ChileJusticia #LitiganteLife #VerdadesIncómodas",instagram_abogadachilena.csv,0.9899508357048035,0.0005568555789068341,0.005480584688484669,0.001953752478584647,0.0009785055881366134,0.0004339397419244051,0.0006454344256781042,others,0.0906246080994606,0.03226751834154129,0.05770246312022209,ninguna,0.01563742384314537,0.9843626022338867,ironic
abogadachilena_00015,abogadachilena,2025-06-18T20:28:37.000Z,62.0,7.0,,https://www.instagram.com/abogadachilena/reel/DLDjMKZPQcA/,"🧨 Con una denuncia falsa, te pueden borrar de la vida de tus hijos… en 24 horas.

⚖️ ¿Dónde están las cifras?
📺 ¿Por qué los medios callan?

Esto también es violencia.
Y también deja víctimas invisibles.

💬 Comenta “yo también” si te ha pasado o si conoces a alguien que le haya pasado @fundacion_crianza_compartida @mariseka @dra.marialuisacordero @javierrebolledoesco @crianza_compartida_chile @sinfiltros_tv 
#DenunciasFalsas #VerdadesIncómodas #ViolenciaJudicial #JusticiaParaTodos #AlienaciónParental #DerechoDeFamilia #AbogadaChilena #NoTodoEsVerdad #TikTokChile #InocentesCulpables #CensuraSilenciosa",instagram_abogadachilena.csv,0.019875189289450645,0.00039706547977402806,0.012958022765815258,0.8943087458610535,0.0009914282709360123,0.06967318058013916,0.0017962189158424735,anger,0.1779916137456894,0.011675653047859669,0.07184449583292007,ninguna,0.9957765936851501,0.004223490599542856,not ironic
abogadachilena_00016,abogadachilena,2025-06-17T15:15:09.000Z,29.0,4.0,,https://www.instagram.com/abogadachilena/reel/DLAZ10xOa2n/,"🕒 ¡3 meses esperando una resolución del Juzgado de Familia!‼️🚨😠
Hoy, por fin, la Corte de Apelaciones, acogió a tramitación  la queja disciplinaria que presenté, y le dio solo 5 días al tribunal para explicar su demora. Qué irán a responder?🧐 te ha pasado? #justiciaparatodos #abogadachilena #pensióndealimentos #abogadafamilia",instagram_abogadachilena.csv,0.04406123608350754,0.0013234869111329317,0.012600403279066086,0.879359781742096,0.032207388430833817,0.023377113044261932,0.007070488296449184,anger,0.10165365785360336,0.014181503094732761,0.04891125485301018,ninguna,0.9968019723892212,0.0031980127096176147,not ironic
abogadachilena_00017,abogadachilena,2025-06-07T14:21:05.000Z,112.0,10.0,,https://www.instagram.com/abogadachilena/p/DKmkxNuO5VG/,"Lamentablemente confirmo😢
Muchas denuncias falsas aparecen justo cuando uno de los padres inicia una nueva relación de pareja.
Ya sea la madre o el padre… el patrón se repite…📍
🧒🏻💔 los hijos no deben ser herramientas de venganza. #DenunciasFalsas #VerdadesIncómodas #ViolenciaEncubierta #AlienaciónParental #ManipulaciónEmocional #abogadachilena",instagram_abogadachilena.csv,0.0032996339723467827,0.00031589780701324344,0.982599139213562,0.008474965579807758,0.00018567701044958085,0.004277104511857033,0.0008477334049530327,sadness,0.043879054486751556,0.007609296124428511,0.028502438217401505,ninguna,0.9804263114929199,0.019573671743273735,not ironic
abogadachilena_00018,abogadachilena,2025-05-27T16:21:34.000Z,92.0,24.0,,https://www.instagram.com/abogadachilena/reel/DKKdehmu6pM/,"2 meses sin que me resuelvan un escrito en el juzgado de familia, errores judiciales, burocracia, el mal endémico de nuestra justicia #abogadachilena #pensióndealimentos #crianzarespetuosa",instagram_abogadachilena.csv,0.0038951458409428596,0.0002390040026511997,0.0041866181418299675,0.9416662454605103,0.001178294070996344,0.047101106494665146,0.0017334482399746776,anger,0.047548696398735046,0.013233428820967674,0.020135514438152313,ninguna,0.46872273087501526,0.5312772393226624,ironic
abogadachilena_00019,abogadachilena,2025-05-22T03:02:57.000Z,32.0,4.0,,https://www.instagram.com/abogadachilena/reel/DJ8JEUJuIzA/,"Feliz día del abogado⚖️ 🇨🇱 #abogadachilena Abogada litigante hace 19 años, más de 3.000 causas tramitadas en materias de familia. Mediadora Familiar inscrita en el Registro del Ministerio de Justicia y Derechos Humanos de Chile (Nº 4547).

Máster en Derecho de Familia e Infancia por la Universidad de Barcelona. Postítulo en Ciencias de la Familia por la Universidad de Los Andes. Becaria Abate Molina en la Universidad de La Coruña (España).

He ejercido funciones en el ámbito público y académico, entre ellas: abogada del  ex SENAME, Curadora Ad-Litem; y Directora de la Clínica Jurídica de la Universidad Autónoma de Chile. Actualmente trabajo como abogada litigante en todo Chile🇨🇱",instagram_abogadachilena.csv,0.5677801966667175,0.42444509267807007,0.0022086789831519127,0.0009311256580986083,0.0028875309508293867,0.000755643704906106,0.0009916989365592599,others,0.01574712060391903,0.010308962315320969,0.012049180455505848,ninguna,0.9806766510009766,0.019323328509926796,not ironic
abogadachilena_00020,abogadachilena,2025-04-29T15:46:04.000Z,46.0,4.0,,https://www.instagram.com/abogadachilena/reel/DJCG6rPOOxv/,"Rodéate de ganadores, para que tus victorias no les intimiden; y como digo siempre: “si te molesta mi luz 🔥tápate los ojos, porque voy a brillar más”.",instagram_abogadachilena.csv,0.9405832886695862,0.021272016689181328,0.0164886973798275,0.017537711188197136,0.0004998347139917314,0.0027179792523384094,0.0009004758903756738,others,0.07650911062955856,0.010257380083203316,0.03709036856889725,ninguna,0.9614595770835876,0.038540396839380264,not ironic
abogadachilena_00021,abogadachilena,2025-04-08T12:23:34.000Z,46.0,9.0,,https://www.instagram.com/abogadachilena/p/DH_Bqs6uhko/,"Cuando iniciamos el juicio hace más de dos años atrás, se acusaba a mi cliente de vulnerar los derechos de su hija y que supuestamente la niña se negaba a querer verlo… Dos años después… luego de muchas audiencias, intervenciones en programas PPF/AFT😓el resultado es que la niña SÍ QUERÍA VER AL PADRE, el problema como casi siempre… radicaba en los adultos y en la forma de abordar la separación. Desde hoy el padre se relacionará con su hija el 50% del tiempo; mi pregunta es… quién le devuelve a esa niña los años que no pudo ver a su padre?????? #crianzarespetuosa #crianzacompartida #vulneraciondederechos #abogadachilena #justicia",instagram_abogadachilena.csv,0.02604416385293007,0.0005282692727632821,0.10163482278585434,0.8215723037719727,0.0032582359854131937,0.04387717321515083,0.003084976691752672,anger,0.0901598408818245,0.014442081563174725,0.03623121604323387,ninguna,0.9997335076332092,0.0002664676867425442,not ironic
abogadachilena_00022,abogadachilena,2025-03-23T15:05:52.000Z,50.0,7.0,,https://www.instagram.com/abogadachilena/reel/DHi8ToCu_j7/,"Ser abogada es una pequeña parte de mi, no me define… #abogadachilena #abogadachilena🇨🇱 #divorcioschile #estudiantesderecho #pensióndealimentos #abogadoschile #humordeabogados",instagram_abogadachilena.csv,0.9868386387825012,0.006278374698013067,0.003804868320003152,0.0015631873393431306,0.0005462398403324187,0.0005241772159934044,0.00044459899072535336,others,0.08393807709217072,0.02457333914935589,0.046473123133182526,ninguna,0.7490086555480957,0.2509913146495819,not ironic
abogadachilena_00023,abogadachilena,2025-03-04T17:13:42.000Z,55.0,2.0,,https://www.instagram.com/abogadachilena/reel/DGwD0RaPksA/,"En la pandemia y durante un año completo fui diagnosticada con el síndrome de Burnout laboral o síndrome de desgaste profesional. No quería ser abogada nunca más… tenía miedo de hablar en público, no quería pisar nunca más un tribunal… pero me di el tiempo de sanar… me permití sanar, con ayuda profesional y comencé a escuchar mi cuerpo y curar la mente y el alma🫶🏼♥️ si pudiera resumir mi terapia en una frase seria: “aprendí a ser consecuente”. Hoy respiro mi mejor momento como #abogadadigital , me reinventé, practiqué #alquimia y ahora viajo por todo Chile, como @abogadachilena 🔥 #mihistoria #abogadachilena #burnout #estreslaboral #abogadafamilia #abogadadivorcios #pensióndealimentos #starbucks",instagram_abogadachilena.csv,0.10341539233922958,0.872500479221344,0.01861594244837761,0.0013116225600242615,0.0024585784412920475,0.0008442265097983181,0.0008536454406566918,joy,0.013846110552549362,0.007127696182578802,0.009793632663786411,ninguna,0.6323385238647461,0.3676615059375763,not ironic
abogadachilena_00024,abogadachilena,2025-01-21T15:36:45.000Z,38.0,2.0,,https://www.instagram.com/abogadachilena/reel/DFFqD3AOxJh/,"Si hubiese escuchado a mis demonios cuando reprobé el examen de grado, no sería hoy, la abogada y girl que siempre soñé…  #alquimia #mujerempoderada #abogadachilena",instagram_abogadachilena.csv,0.949002742767334,0.007636119145900011,0.028831271454691887,0.003487651702016592,0.00391788175329566,0.0017784368246793747,0.005345802754163742,others,0.4417942464351654,0.06418655067682266,0.08636540174484253,ninguna,0.0011571787763386965,0.9988428354263306,ironic
abogadachilena_00025,abogadachilena,2024-12-18T17:37:16.000Z,28.0,2.0,,https://www.instagram.com/abogadachilena/reel/DDuYKL9ON7L/,"No dejen de luchar por sus hijos!💪🏼Esto pasa cuando las mamás obstaculizan las visitas sin motivo justificado, también hay mamitas ♥️ #crianzarespetuosa #crianzacompartida #obstrucciónparental #incumplimientovisitas #abogadachilena",instagram_abogadachilena.csv,0.051609162241220474,0.0014788606204092503,0.0297099556773901,0.8735311031341553,0.0016977330669760704,0.039743851870298386,0.0022293380461633205,anger,0.15705904364585876,0.006308951415121555,0.04320652037858963,ninguna,0.9987043142318726,0.0012957211583852768,not ironic
abogadachilena_00026,abogadachilena,2024-12-12T14:55:49.000Z,34.0,3.0,,https://www.instagram.com/abogadachilena/reel/DDe2IFZOW9j/,"En tiempos donde la “confianza legítima” es tendencia… recuerdo con nostalgia, mi pasantía en la Universidad de La Coruña-España, donde escribí una primera aproximación, sobre este principio, cuando era absolutamente desconocido en Chile. Texto que hoy, se encuentra en las estanterías de la biblioteca del congreso nacional #sisoy🥸 #abogadachilena🇨🇱",instagram_abogadachilena.csv,0.034159526228904724,0.0010739765129983425,0.9620001912117004,0.0007222442654892802,0.0003971887053921819,0.0006740623502992094,0.0009728057193569839,sadness,0.04585689678788185,0.009344154968857765,0.022094160318374634,ninguna,0.7385470271110535,0.26145288348197937,not ironic
abogadachilena_00027,abogadachilena,2024-12-03T17:46:59.000Z,34.0,6.0,,https://www.instagram.com/abogadachilena/reel/DDH_44PvSB6/,"No era papito corazón, solo necesitaba una buena abogada @abogadachilena 💪🏼👏🏼saldo a favor de mi cliente ahora lo logramos, en el Juzgado de Puente Alto",instagram_abogadachilena.csv,0.8920001983642578,0.09670442342758179,0.003632430685684085,0.0021397122181952,0.0040703509002923965,0.000752923428080976,0.000700002012308687,others,0.019471578299999237,0.01537217479199171,0.009891514666378498,ninguna,0.03382296487689018,0.9661770462989807,ironic
abogadachilena_00028,abogadachilena,2024-10-25T19:36:53.000Z,69.0,10.0,,https://www.instagram.com/abogadachilena/reel/DBjwm-wvWgH/,Liquidación pensión de alimentos🇨🇱saldo a favor del progenitor!!!Deudas pensión de alimentos Chile? 🇨🇱 inscripción automática registro deudores morosos? dudas deuda pensión de alimentos Chile? #deudasalimentos🇨🇱 #pensiónalimentos🇨🇱,instagram_abogadachilena.csv,0.8865363597869873,0.006597477477043867,0.023502346128225327,0.0331772118806839,0.041688356548547745,0.004949321039021015,0.003548859851434827,others,0.15073737502098083,0.01229624543339014,0.07853247970342636,ninguna,0.48766082525253296,0.5123392343521118,ironic
abogadachilena_00029,abogadachilena,2024-10-04T10:58:08.000Z,32.0,1.0,,https://www.instagram.com/abogadachilena/reel/DAsxBhAuYDR/,Deudas de pensión de alimentos?🇨🇱 qué pasa si deposité en la cuenta Rut? Qué pasa si en la liquidación consideran un periodo de reanudación de la convivencia? #inscripciónregistrodeudores🇨🇱 #deudapensiónalimentos🇨🇱 #abogadachilena #abogada🇨🇱 #abogadafamilia,instagram_abogadachilena.csv,0.9852856993675232,0.0009893273236230016,0.004689779598265886,0.0023817664477974176,0.004745932295918465,0.0006547378143295646,0.0012529350351542234,others,0.19556352496147156,0.024751482531428337,0.08847208321094513,ninguna,0.4802553951740265,0.5197445750236511,ironic
