post_id,cuenta,fecha,me_gusta,comentarios,visualizaciones,link,descripcion,archivo_origen,prob_obstruccion_parental,prob_pension_alimentos,etiqueta
chile_in_justo_00010,chile_in_justo,2025-12-17T17:12:53.000Z,1064.0,95.0,,https://www.instagram.com/falsas_denuncias_chile/reel/DSX1oG1DkU8/,#chile #fyp #leyfalsasdenuncia #camaradediputados,instagram_chile_in_justo_.csv,0.07423135638237,0.1710612028837204,ninguna
chile_in_justo_00011,chile_in_justo,2025-12-16T23:35:34.000Z,8246.0,47.0,,https://www.instagram.com/diputadourruticoechea/reel/DSV8IJICa3R/,"Hemos  ingresado el proyecto de ley que tipifica como delito las denuncias falsas.
Se acabó. No debemos ni podemos permitir que avance el delirio sórdido de algunas personas que termina destruyendo vidas.",instagram_chile_in_justo_.csv,0.0001979409717023,0.0001263204176211,ninguna
chile_in_justo_00012,chile_in_justo,2025-12-16T17:27:15.000Z,2235.0,292.0,,https://www.instagram.com/falsas_denuncias_chile/reel/DSVSmcrjn_I/,"Un Día Histórico: Nace la Ley Contra las Falsas Denuncias en el Congreso Nacional
​16 de Diciembre de 2025 - Hoy marca una fecha que, sin duda, resonará en los anales de la historia jurídica y social del país. En un ambiente cargado de expectación y simbolismo, el Congreso Nacional fue el escenario del lanzamiento oficial de la tan debatida ""Ley de Sanción a las Falsas Denuncias"".
@chile_in_justo_ @ni1diamas_ @joukaiser @diputadourruticoechea",instagram_chile_in_justo_.csv,0.0169525053352117,0.0006462033488787,ninguna
chile_in_justo_00013,chile_in_justo,2025-12-13T21:05:19.000Z,59.0,7.0,,https://www.instagram.com/chile_in_justo_/p/DSN8wrYj239/,@diputadourruticoechea @falsas_denuncias_chile @,instagram_chile_in_justo_.csv,0.1643822789192199,0.167422741651535,ninguna
chile_in_justo_00014,chile_in_justo,2025-12-13T20:13:27.000Z,248.0,22.0,,https://www.instagram.com/falsas_denuncias_chile/reel/DSN3U-fDlUP/,#licenciaturas #escolar #ordendealejamiento,instagram_chile_in_justo_.csv,0.1005690172314643,0.0142956869676709,ninguna
chile_in_justo_00015,chile_in_justo,2025-12-11T18:36:33.000Z,204.0,18.0,,https://www.instagram.com/falsas_denuncias_chile/reel/DSIiofSiXYc/,#transparencia #carabineros #visitas,instagram_chile_in_justo_.csv,0.004339933861047,0.0177718661725521,ninguna
chile_in_justo_00016,chile_in_justo,2025-12-08T20:05:34.000Z,17.0,0.0,,https://www.instagram.com/chile_in_justo_/reel/DSA7RX0Dzm2/,"“SILENCIADOS” , el documental que tod@s deben ver. Una realidad Brutal y Criminal con la venia del Estado. Hoy, en Chile vivimos el flagelo, el dolor, la corrupción y las injusticias de hijos secuestrados a manos del Estado.
La violencia NO tiene género !

#maltrato #maltratoinfantil #violencia #corrpucion #falsasdenuncias #poderjudicial #corruptas #valerialazcano #funcionariospublicos #abusoinfantil",instagram_chile_in_justo_.csv,0.7918612957000732,9.99303229036741e-05,obstruccion_parental
chile_in_justo_00017,chile_in_justo,2025-12-03T20:51:42.000Z,31.0,12.0,,https://www.instagram.com/chile_in_justo_/p/DR0Lb_Dj0wz/,@falsas_denuncias_chile @ni1diamas_ @crianza_50y50 @munilascondes @el_mostrador @theclinic_cl @elmostrador_cultura @chilevision @meganoticiascl @ciper_chile @pipobenapres @senadochile @diputadourruticoechea @marasedini @equipokast,instagram_chile_in_justo_.csv,0.2345819473266601,0.0416884608566761,ninguna
chile_in_justo_00018,chile_in_justo,2025-11-22T15:02:55.000Z,193.0,14.0,,https://www.instagram.com/chile_in_justo_/reel/DRXLQhEjoLE/,#criminales #maltratoinfantil #violencia #funcionariospublicos #violenciainstitucional #corrpucion #falsasdenuncias #poderjudicial #corruptas @unpapaconsciente @marasedini,instagram_chile_in_justo_.csv,0.7226248979568481,0.0010628870222717,obstruccion_parental
chile_in_justo_00019,chile_in_justo,2025-11-22T12:39:09.000Z,574.0,52.0,,https://www.instagram.com/jorge.tocornal/p/DRW9WICETSoogzywR0yKvQl3CSvdoYt63ncMgo0/,"Querido papá,

A ti siempre te gustó como yo dibujaba, hice mi mejor esfuerzo para retratarte, espero que sea de tu agrado y que donde quiera que estés puedas verlo.

Recuerdo que le decías a medio mundo con mucha chochera que yo era casi que un dibujante profesional, creo que me tenías harta fe jajajaja.

Dibujarte para mí fue un tremendo proceso, cuando uno crea arte afloran muchas sensaciones, por suerte el dibujo no se manchó con la lágrimas que me salían en medio de la catarsis. Es impresionante que al ver este dibujo es como si pudiera mirarte a los ojos (aunque la foto no lo captó tan bien como es en vivo a mi parecer) pero bueno son esos pequeños detalles de maña de artista jajaja.

Te extraño tanto papá, me haces mucha falta y aquí voy a estar, esperándote para que vengas a verme cuando quieras. Aunque siempre estás en mi corazón.

Te adora tu hijo,
🕊️
Jorge Andrés Tocornal",instagram_chile_in_justo_.csv,0.2693256139755249,0.0589659363031387,ninguna
chile_in_justo_00020,chile_in_justo,2025-11-14T02:37:21.000Z,82.0,10.0,,https://www.instagram.com/chile_in_justo_/reel/DRBSrSTjFGz/,#corrupcion #maltratoinfantil,instagram_chile_in_justo_.csv,0.9849852323532104,0.0007350447122007,obstruccion_parental
chile_in_justo_00021,chile_in_justo,2025-11-10T14:23:28.000Z,2902.0,294.0,,https://www.instagram.com/jorge.tocornal/p/DQ4M40sETkrcO-HfyXK4z2S8LibyTx7faI-_FM0/,"Hola papá, pasé de nuevo a verte para decirte que te extraño mucho. 

Pero en el fondo sé que no te has ido, duermes en mi corazón y en el de muchos que queremos que las cosas cambien y que se haga justicia, manteniendo la llama de la esperanza aquí en la Tierra.

Te amo, eres mi alegría como yo también soy la tuya. Dame sabiduría para poder seguir luchando.

Gracias por todos estos años que pudimos estar juntos, sanar y poder recuperar nuestro vínculo de padre e hijo. Un beso al cielo.

Te adora tu hijo, 

🕊️
Jorge Andrés Tocornal.",instagram_chile_in_justo_.csv,0.7045668959617615,0.2766905426979065,obstruccion_parental
chile_in_justo_00022,chile_in_justo,2025-10-28T16:47:58.000Z,1500.0,209.0,,https://www.instagram.com/jorge.tocornal/p/DQXAmoREeMAyrY7uSIyD05gUBj7HiOPFOXxGho0/,"Querido papá, 

Hoy se cumple un mes desde que partiste a los brazos de Dios, no sabes cuánta falta me haces y lo mucho que te extraño. 

Han sido días en los cuales cada cosa, por muy simple que sea, me recuerda a ti. Me pongo a tomar un helado de lúcuma (con lo mucho que te gustaba esa fruta), escuchar al organillero los domingos (que tanto te gustaban, cuando era chico me llevabas a verlos cuando estaban en la plaza o afuera del departamento de la Genita), al oír esa melodía, que siendo tan simple , y viendo como papás llevaban a sus hijos, al verlos sentí algo que me empañaba los ojos, debido a que también en su momento esos padres con sus hijos fuimos nosotros.

También he estado usando tu ropa, la cual aún conserva tu olor, es impresionante como al ponerme tu chaqueta es como si me abrazaras.

Tengo pena y tengo rabia, porque aún no logro entender cómo puede haber gente tan mala que haya quitado sus hijos a un padre y a un hijo que le arrebataron a su padre. Me da impotencia porque después de todos estos años luchando, después de todo lo mal que lo has pasado, llega esta desgraciada enfermedad y te lleva cuando el viento comenzaba a soplar a tu favor.

Pero junto con eso tengo gratitud y esperanza, agradezco cada día el que estos años te pude aprovechar al máximo, sanando juntos muchas heridas que esa bruja nos provocó. Y siento esperanza porque si bien no estás en forma terrenal, tu corazón descansa en el mío, seguiré luchando por ti papá y por todos esos padres que son dañados porque la contraparte ve a sus hijos como moneda de cambio.

Tú tranquilo, querido papá, que seguiré haciendo todo lo posible para que la justicia pueda cumplirse lo más pronto que se pueda.

Te adoro papá, cuando puedas ven a verme. Te quiero mucho. 🕊️🤍",instagram_chile_in_justo_.csv,0.0086107682436704,0.0005759091582149,ninguna
chile_in_justo_00023,chile_in_justo,2025-10-26T15:48:00.000Z,943.0,81.0,,https://www.instagram.com/jorge.tocornal/p/DQRyzLjkSESHZjxj8BSSpGdPCKD9Cp5xvTsydQ0/,"Luchamos juntos todos estos años, ahora lucharé por ti mi querido papá. 🕊️🤍",instagram_chile_in_justo_.csv,0.8836382627487183,0.6495785713195801,ambas
chile_in_justo_00024,chile_in_justo,2025-10-19T19:35:12.000Z,26.0,2.0,,https://www.instagram.com/chile_in_justo_/reel/DQAKz7Xj1vT/,@chilevision @meganoticiascl @defensoria_ninez @defensoria_penalpublica @ni1diamas_ @contraloriacl @munilascondes @muniprovi @munistgo @munilareina  @biobiochile @biobiotv @ciper_chile @pjudicialchile magistradasymagistradosdechile @canal13cl @chilevision @fnuevamente @tvamaro @gonzalofeito #maltratoinfantil #funcionariospublicoscorruptos #falsasdenuncias #poderjudicial #fiscalia #abusodepoder #feminismo @ciper_chile @factoscl @pjudicialchile @rafa_cavada @subseninez @ni1diamas_ @falsas_denuncias_chile #valerialazcano,instagram_chile_in_justo_.csv,0.4625944495201111,0.0027629984542727,ninguna
chile_in_justo_00025,chile_in_justo,2025-10-19T16:14:42.000Z,12.0,1.0,,https://www.instagram.com/chile_in_justo_/reel/DO4jjaljw7A/,#violencia #maltratoinfantil #poderjudicial #valeria.lazcanof @munilascondes @danielapenalozaporlascondes #corrpucion #funcionariospublicos #valerialazcano #JusticiaFamiliar #SistemaJudicialChileno #BastaDeImpunidad #DerechosDeLosPadres #ViolenciaInvisibilizada #Chile #FamiliaSecuestrada #AlienaciónParental #LuchaYPersistencia #ConcienciaSocial #PadresSeparados #VozParaLosQueNoTienen #CambioSocialChile #padresvalientes,instagram_chile_in_justo_.csv,0.5556764006614685,0.0014953383943066,obstruccion_parental
chile_in_justo_00026,chile_in_justo,2025-10-19T16:15:03.000Z,11.0,0.0,,https://www.instagram.com/chile_in_justo_/reel/DO3juuYjmV6/,#violencia #maltratoinfantil #poderjudicial #valeria.lazcanof @munilascondes @danielapenalozaporlascondes #corrpucion #funcionariospublicos #valerialazcano #JusticiaFamiliar #SistemaJudicialChileno #BastaDeImpunidad #DerechosDeLosPadres #ViolenciaInvisibilizada #Chile #FamiliaSecuestrada #AlienaciónParental #LuchaYPersistencia #ConcienciaSocial #PadresSeparados #VozParaLosQueNoTienen #CambioSocialChile #padresvalientes #valerialazcano,instagram_chile_in_justo_.csv,0.5588480830192566,0.0021657673642039,obstruccion_parental
chile_in_justo_00027,chile_in_justo,2025-10-19T16:14:14.000Z,29.0,4.0,,https://www.instagram.com/chile_in_justo_/reel/DOwEWcfjjFl/,#valerialazcano #maltratoinfantil #violencia #funcionariospublicos #corrpucion #falsasdenuncias #papa #criminales #corruptas #violencia #maltratoinfantil #poderjudicial #valeria.lazcanof @munilascondes @danielapenalozaporlascondes #corrpucion #funcionariospublicos #valerialazcano #JusticiaFamiliar #SistemaJudicialChileno #BastaDeImpunidad #DerechosDeLosPadres #ViolenciaInvisibilizada #Chile #FamiliaSecuestrada #AlienaciónParental #LuchaYPersistencia #ConcienciaSocial #PadresSeparados #VozParaLosQueNoTienen #CambioSocialChile #padresvalientes #valerialazcano,instagram_chile_in_justo_.csv,0.7594930529594421,0.0017580386484041,obstruccion_parental
chile_in_justo_00028,chile_in_justo,2025-10-19T16:11:58.000Z,83.0,29.0,,https://www.instagram.com/chile_in_justo_/reel/DOuFH6jj7qc/,"CORRUPCIÓN Y TRÁFICO DE INFLUENCIAS EN EL 3ER JUZGADO DE FAMILIA DE SANTIAGO

Graves actos de corrupción y tráfico de influencias involucran a la jueza SUSAN FABIOLA SEPÚLVEDA CHACAMA y a VALERIA ALEJANDRA LAZCANO FLORES, actual encargada del Departamento de la Mujer en @munilascondes. Ambas han actuado en red de tráfico de influencias vulnerando los derechos de una menor.

Lazcano, hoy formalizada por violencia intrafamiliar contra una adulta mayor con cáncer (Causa RIT 872-2022), lleva más de seis años utilizando estas conexiones para impedir el vínculo entre la niña y su verdadero padre. Con resoluciones judiciales irregulares —como el levantamiento arbitrario del arraigo— la jueza ha permitido la salida del país de la menor junto a Simón Salvachúa, un ciudadano argentino que no es su padre.

A lo anterior se suma la participación de Francisca Millán, abogada de Lazcano, quien mantuvo una relación de amistad con la jueza Sepúlveda Chacama, incluso asistiendo a su matrimonio, mientras la misma jueza resolvía por años las causas del padre y la abuela paterna. Esta connivencia constituye un grave conflicto de interés y un claro ejemplo de corrupción judicial.

Existen pruebas concretas de la colusión: audios, mensajes de WhatsApp y fotografías que demuestran cómo estas funcionarias públicas y cercanas han manipulado el sistema judicial en beneficio de Lazcano.

Se exige que la ley actúe con todo el rigor contra estas personas que, financiadas con recursos públicos, han vulnerado los derechos de una menor mientras lucran políticamente bajo el discurso de la “violencia de género”.

#CorrupciónJudicial #TráficoDeInfluencias #AbusoDePoder #JusticiaParaAmanda #DerechosInfantiles @pjudicialchile @ni1diamas_ @falsas_denuncias_chile @munilascondes #violencia #maltratoinfantil #poderjudicial #valeria.lazcanof @munilascondes @danielapenalozaporlascondes #corrpucion #funcionariospublicos #valerialazcano #JusticiaFamiliar #SistemaJudicialChileno #BastaDeImpunidad #DerechosDeLosPadres #ViolenciaInvisibilizada #Chile #FamiliaSecuestrada #AlienaciónParental #LuchaYPersistencia #ConcienciaSocial #PadresSeparados #VozParaLosQueNoTienen #CambioSocialChile #padresvalientes",instagram_chile_in_justo_.csv,0.2324843555688858,0.0036535398103296,ninguna
chile_in_justo_00029,chile_in_justo,2025-09-07T17:45:56.000Z,42.0,0.0,,https://www.instagram.com/chile_in_justo_/reel/DOSCfmxDoTh/,@ni1diamas_ @falsas_denuncias_chile @diputadourruticoechea @pjudicialchile @theclinic_cl @biobiochile @meganoticiascl,instagram_chile_in_justo_.csv,0.1462091207504272,0.0577899999916553,ninguna
chile_in_justo_00030,chile_in_justo,2025-08-16T16:35:06.000Z,18.0,2.0,,https://www.instagram.com/chile_in_justo_/p/DNbDh-mxxIx/,#criminales #maltratoinfantil #violencia #poderjudicialchile #abusodepoder #corrupción #delitos,instagram_chile_in_justo_.csv,0.5690146088600159,0.0004784255870617,obstruccion_parental
chile_in_justo_00031,chile_in_justo,2025-08-27T18:49:18.000Z,30.0,4.0,,https://www.instagram.com/chile_in_justo_/p/DNSK3TXNbDD/,#valerialazcano,instagram_chile_in_justo_.csv,0.4354213178157806,0.6675812602043152,pension_alimentos
chile_in_justo_00032,chile_in_justo,2025-07-12T23:12:27.000Z,86.0,5.0,,https://www.instagram.com/chile_in_justo_/reel/DMBomgOR_Oh/,"El crimen silente del siglo: progenitoras disfuncionales que separan a sus hijos con la complicidad de jueces y abogados corruptos.
Una maquinaria que destruye infancias con poder y credenciales.
Aquí, la historia de la jueza Susan Sepúlveda Chacama @poderjudicialdechile y de la siniestra asistente social Valeria Lazcano encargada del Departamento de la Mujer en @munilascondes : dos piezas claves de una red de poder que pisotea derechos fundamentales, amparadas en discursos vacíos de género.
Esto no es justicia. Es violencia institucional con rostro femenino.

#valerialazcano #maltratoinfantil #falsasdenuncias #maltratoinfantil #poderjudicial #violencia #funcionariospublicos #corrpucion",instagram_chile_in_justo_.csv,0.9993881583213806,0.00017674510309,obstruccion_parental
chile_in_justo_00033,chile_in_justo,2025-06-03T23:44:30.000Z,11.0,6.0,,https://www.instagram.com/chile_in_justo_/reel/DKbMziCN_NM/,"Una ministra que se jacta de haberse hecho un aborto no defiende derechos: normaliza la muerte de su propio hijo desde el poder. No es feminismo, es barbarie con cargo fiscal.

Esta ministra y el hijo que asesinó cómo un chiste a los meses de vida :

•	Tamaño: entre 1,6 y 2,5 cm 
	•	Cabeza grande en proporción al cuerpo.
	•	Brazos y piernas ya se han formado con dedos diferenciados.
	•	Corazón late regularmente y puede detectarse por ecografía.
	•	Ojos, nariz, boca y orejas empiezan a definirse.
	•	Cerebro y sistema nervioso están en formación activa.
	•	Aparato digestivo y sistema urinario también están iniciando su desarrollo.",instagram_chile_in_justo_.csv,0.5472221374511719,0.0349302291870117,obstruccion_parental
chile_in_justo_00034,chile_in_justo,2025-06-01T22:54:55.000Z,11.0,3.0,,https://www.instagram.com/chile_in_justo_/p/DKWMM5GNcny/,@javierrebolledoesco @chilevision @meganoticiascl @defensoria_ninez @defensoria_penalpublica @ni1diamas_ @contraloriacl @munilascondes @muniprovi @munistgo @munilareina @vitacura_ @muninunoa @biobiochile @biobiotv @ciper_chile @pjudicialchile @magistradasymagistradosdechile @canal13cl @chilevision @fnuevamente @tvamaro @gonzalofeito #maltratoinfantil #funcionariospublicoscorruptos #falsasdenuncias #poderjudicial #fiscalia #abusodepoder #feminismo @ciper_chile @factoscl @pjudicialchile @rafa_cavada @subseninez,instagram_chile_in_justo_.csv,0.5114725828170776,0.0040740980766713,obstruccion_parental
chile_in_justo_00035,chile_in_justo,2025-05-27T18:57:09.000Z,19.0,3.0,,https://www.instagram.com/chile_in_justo_/reel/DKKvjp3x0ua/,@abogadorodolfomarin,instagram_chile_in_justo_.csv,0.2976740598678589,0.6120778322219849,pension_alimentos
chile_in_justo_00036,chile_in_justo,2025-05-25T04:17:55.000Z,7.0,0.0,,https://www.instagram.com/chile_in_justo_/p/DKD_Tk1NtwX/,"Todo parte en “Familia”

https://www.elagora.net/nueva-polemica-en-el-tercer-juzgado-de-familia-piden-recusar-a-magistrada-por-conflicto-de-interes/",instagram_chile_in_justo_.csv,0.8711737990379333,0.1669468730688095,obstruccion_parental
chile_in_justo_00037,chile_in_justo,2025-05-21T18:46:24.000Z,12.0,0.0,,https://www.instagram.com/chile_in_justo_/reel/DJ7Q_hARp4q/,"Hay perores, otras por venganza disfrazadas de ideologías, separan hijos de sus padres con denuncias falsas... en ese ""viaje espiritual"" amparadas por Magistradas facilitadoras, cometen este
""crimen silente"" de romper el vínculo paterno filial, que acompañan paralelamente, de una búsqueda de nuevas ""victimas hombres"" para la suplantación parental... Entonces les destruyen criminalmente EL DERECHO DE IDENTIDAD de sus propios hijos.

Todo parte en “Familia”",instagram_chile_in_justo_.csv,0.0428221561014652,0.0001318658323725,ninguna
chile_in_justo_00038,chile_in_justo,2025-05-18T22:56:21.000Z,10.0,2.0,,https://www.instagram.com/chile_in_justo_/p/DJz7ly2RfSx/,@javierrebolledoesco @chilevision @meganoticiascl @defensoria_ninez @defensoria_penalpublica @ni1diamas_ @contraloriacl @munilascondes @muniprovi @munistgo @munilareina @vitacura_ @muninunoa @biobiochile @biobiotv @ciper_chile @pjudicialchile @magistradasymagistradosdechile @canal13cl @chilevision @fnuevamente @tvamaro @gonzalofeito #maltratoinfantil #funcionariospublicoscorruptos #falsasdenuncias #poderjudicial #fiscalia #abusodepoder #feminismo @ciper_chile @factoscl @pjudicialchile @rafa_cavada @subseninez,instagram_chile_in_justo_.csv,0.5114725828170776,0.0040740980766713,obstruccion_parental
chile_in_justo_00039,chile_in_justo,2025-05-06T22:48:05.000Z,14.0,3.0,,https://www.instagram.com/chile_in_justo_/p/DJVFM1hxm8f/,@javierrebolledoesco @chilevision @meganoticiascl @defensoria_ninez @defensoria_penalpublica @ni1diamas_ @contraloriacl @munilascondes @muniprovi @munistgo @munilareina @vitacura_ @muninunoa @biobiochile @biobiotv @ciper_chile @pjudicialchile @magistradasymagistradosdechile @canal13cl @chilevision @fnuevamente @tvamaro @gonzalofeito #maltratoinfantil #funcionariospublicoscorruptos #falsasdenuncias #poderjudicial #fiscalia #abusodepoder #feminazis,instagram_chile_in_justo_.csv,0.8330531120300293,0.0043994137085974,obstruccion_parental
chile_in_justo_00040,chile_in_justo,2025-05-03T00:26:18.000Z,11.0,0.0,,https://www.instagram.com/chile_in_justo_/reel/DJK9LskxI1Z/,@javierrebolledoesco @chilevision @meganoticiascl @defensoria_ninez @defensoria_penalpublica @ni1diamas_ @contraloriacl @munilascondes @muniprovi @munistgo @munilareina @vitacura_ @muninunoa @biobiochile @biobiotv @ciper_chile @pjudicialchile @magistradasymagistradosdechile @canal13cl @chilevision @fnuevamente @tvamaro @gonzalofeito #maltratoinfantil #funcionariospublicoscorruptos #falsasdenuncias #poderjudicial #fiscalia #abusodepoder #feminazis,instagram_chile_in_justo_.csv,0.8330531120300293,0.0043994137085974,obstruccion_parental
